Qualification,Exam,ExamVersion,Keycode,Score,OriginalScore,Moderated,Percentage,Status,Submitted,Imported,Flagged,VIP,Country,CandidateFullName,CandidateRef,CentreName,CentreCode
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,W4XNDLX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:12:52,10/01/2012 10:12:52,False,False,Country Name 3,"""Forename3818 Surname3818""",CandidateRef3818,Centre Name 38,Centre 381
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,LBM5B2X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:12:52,10/01/2012 10:12:52,False,False,Country Name 3,"""Forename3817 Surname3817""",CandidateRef3817,Centre Name 38,Centre 381
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,SEWDB8X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:12:52,10/01/2012 10:12:52,False,False,Country Name 3,"""Forename3816 Surname3816""",CandidateRef3816,Centre Name 38,Centre 381
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,5WW8W8X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:12:52,10/01/2012 10:12:52,False,False,Country Name 3,"""Forename3815 Surname3815""",CandidateRef3815,Centre Name 38,Centre 381
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,J8QZAQX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:12:51,10/01/2012 10:12:51,False,False,Country Name 3,"""Forename3814 Surname3814""",CandidateRef3814,Centre Name 38,Centre 381
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,CRY6JHX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:12:51,10/01/2012 10:12:51,False,False,Country Name 3,"""Forename3813 Surname3813""",CandidateRef3813,Centre Name 38,Centre 381
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,TN6L7NX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:12:51,10/01/2012 10:12:51,False,False,Country Name 3,"""Forename3812 Surname3812""",CandidateRef3812,Centre Name 38,Centre 381
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,5ABP5RX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:12:51,10/01/2012 10:12:51,False,False,Country Name 3,"""Forename3811 Surname3811""",CandidateRef3811,Centre Name 38,Centre 381
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,LZ98B6X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:12:51,10/01/2012 10:12:51,False,False,Country Name 3,"""Forename3810 Surname3810""",CandidateRef3810,Centre Name 38,Centre 381
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,QPSYLCX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:12:50,10/01/2012 10:12:50,False,False,Country Name 3,"""Forename3809 Surname3809""",CandidateRef3809,Centre Name 38,Centre 380
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,JSLB5HX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:12:50,10/01/2012 10:12:50,False,False,Country Name 3,"""Forename3808 Surname3808""",CandidateRef3808,Centre Name 38,Centre 380
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,6XEPKVX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:12:50,10/01/2012 10:12:50,False,False,Country Name 3,"""Forename3807 Surname3807""",CandidateRef3807,Centre Name 38,Centre 380
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,36YZ3QX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:12:50,10/01/2012 10:12:50,False,False,Country Name 3,"""Forename3806 Surname3806""",CandidateRef3806,Centre Name 38,Centre 380
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,2PCVUAX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:46,10/01/2012 10:09:46,False,False,Country Name 3,"""Forename3805 Surname3805""",CandidateRef3805,Centre Name 38,Centre 380
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,6LWXRBX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:46,10/01/2012 10:09:46,False,False,Country Name 3,"""Forename3804 Surname3804""",CandidateRef3804,Centre Name 38,Centre 380
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,BJE9UVX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:45,10/01/2012 10:09:45,False,False,Country Name 3,"""Forename3803 Surname3803""",CandidateRef3803,Centre Name 38,Centre 380
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,QXSJBWX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:45,10/01/2012 10:09:45,False,False,Country Name 3,"""Forename3802 Surname3802""",CandidateRef3802,Centre Name 38,Centre 380
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,LYAPFRX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:45,10/01/2012 10:09:45,False,False,Country Name 3,"""Forename3801 Surname3801""",CandidateRef3801,Centre Name 38,Centre 380
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,XVTZVTX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:44,10/01/2012 10:09:44,False,False,Country Name 3,"""Forename3800 Surname3800""",CandidateRef3800,Centre Name 38,Centre 380
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,UHF75NX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:44,10/01/2012 10:09:44,False,False,Country Name 3,"""Forename3799 Surname3799""",CandidateRef3799,Centre Name 37,Centre 379
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,8WUT94X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:44,10/01/2012 10:09:44,False,False,Country Name 3,"""Forename3798 Surname3798""",CandidateRef3798,Centre Name 37,Centre 379
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,8FGMMJX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:44,10/01/2012 10:09:44,False,False,Country Name 3,"""Forename3797 Surname3797""",CandidateRef3797,Centre Name 37,Centre 379
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,HUTXX6X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:44,10/01/2012 10:09:44,False,False,Country Name 3,"""Forename3796 Surname3796""",CandidateRef3796,Centre Name 37,Centre 379
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,Y69WXTX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:43,10/01/2012 10:09:43,False,False,Country Name 3,"""Forename3795 Surname3795""",CandidateRef3795,Centre Name 37,Centre 379
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,4FA579X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:43,10/01/2012 10:09:43,False,False,Country Name 3,"""Forename3794 Surname3794""",CandidateRef3794,Centre Name 37,Centre 379
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,6XTMNFX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:43,10/01/2012 10:09:43,False,False,Country Name 3,"""Forename3793 Surname3793""",CandidateRef3793,Centre Name 37,Centre 379
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,DVQCRFX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:43,10/01/2012 10:09:43,False,False,Country Name 3,"""Forename3792 Surname3792""",CandidateRef3792,Centre Name 37,Centre 379
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,72GV9NX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:43,10/01/2012 10:09:43,False,False,Country Name 3,"""Forename3791 Surname3791""",CandidateRef3791,Centre Name 37,Centre 379
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,N582TQX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:42,10/01/2012 10:09:42,False,False,Country Name 3,"""Forename3790 Surname3790""",CandidateRef3790,Centre Name 37,Centre 379
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,WF6AAVX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:42,10/01/2012 10:09:42,False,False,Country Name 3,"""Forename3789 Surname3789""",CandidateRef3789,Centre Name 37,Centre 378
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,W6G9VWX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:42,10/01/2012 10:09:42,False,False,Country Name 3,"""Forename3788 Surname3788""",CandidateRef3788,Centre Name 37,Centre 378
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,4U3K33X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:42,10/01/2012 10:09:42,False,False,Country Name 3,"""Forename3787 Surname3787""",CandidateRef3787,Centre Name 37,Centre 378
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,QC22T4X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:42,10/01/2012 10:09:42,False,False,Country Name 3,"""Forename3786 Surname3786""",CandidateRef3786,Centre Name 37,Centre 378
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,9TWBDKX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:41,10/01/2012 10:09:41,False,False,Country Name 3,"""Forename3785 Surname3785""",CandidateRef3785,Centre Name 37,Centre 378
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,ASRDK7X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:41,10/01/2012 10:09:41,False,False,Country Name 3,"""Forename3784 Surname3784""",CandidateRef3784,Centre Name 37,Centre 378
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,KDBU74X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:41,10/01/2012 10:09:41,False,False,Country Name 3,"""Forename3783 Surname3783""",CandidateRef3783,Centre Name 37,Centre 378
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,94PZWVX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:41,10/01/2012 10:09:41,False,False,Country Name 3,"""Forename3782 Surname3782""",CandidateRef3782,Centre Name 37,Centre 378
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,SQ8HTDX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:41,10/01/2012 10:09:41,False,False,Country Name 3,"""Forename3781 Surname3781""",CandidateRef3781,Centre Name 37,Centre 378
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,43PW7PX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:41,10/01/2012 10:09:41,False,False,Country Name 3,"""Forename3780 Surname3780""",CandidateRef3780,Centre Name 37,Centre 378
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,ZN3H9FX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:40,10/01/2012 10:09:40,False,False,Country Name 3,"""Forename3779 Surname3779""",CandidateRef3779,Centre Name 37,Centre 377
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,Y6E8HWX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:40,10/01/2012 10:09:40,False,False,Country Name 3,"""Forename3778 Surname3778""",CandidateRef3778,Centre Name 37,Centre 377
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,LFMAZQX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:40,10/01/2012 10:09:40,False,False,Country Name 3,"""Forename3777 Surname3777""",CandidateRef3777,Centre Name 37,Centre 377
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,QDNT37X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:40,10/01/2012 10:09:40,False,False,Country Name 3,"""Forename3776 Surname3776""",CandidateRef3776,Centre Name 37,Centre 377
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,C4VQWCX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:40,10/01/2012 10:09:40,False,False,Country Name 3,"""Forename3775 Surname3775""",CandidateRef3775,Centre Name 37,Centre 377
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,U3DQJFX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:39,10/01/2012 10:09:39,False,False,Country Name 3,"""Forename3774 Surname3774""",CandidateRef3774,Centre Name 37,Centre 377
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,ZAH25EX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:39,10/01/2012 10:09:39,False,False,Country Name 3,"""Forename3773 Surname3773""",CandidateRef3773,Centre Name 37,Centre 377
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,X4AQLAX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:39,10/01/2012 10:09:39,False,False,Country Name 3,"""Forename3772 Surname3772""",CandidateRef3772,Centre Name 37,Centre 377
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,2HBJMJX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:39,10/01/2012 10:09:39,False,False,Country Name 3,"""Forename3771 Surname3771""",CandidateRef3771,Centre Name 37,Centre 377
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,WRDDVYX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:39,10/01/2012 10:09:39,False,False,Country Name 3,"""Forename3770 Surname3770""",CandidateRef3770,Centre Name 37,Centre 377
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,WTYZTZX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:38,10/01/2012 10:09:38,False,False,Country Name 3,"""Forename3769 Surname3769""",CandidateRef3769,Centre Name 37,Centre 376
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,X3HG5NX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:38,10/01/2012 10:09:38,False,False,Country Name 3,"""Forename3768 Surname3768""",CandidateRef3768,Centre Name 37,Centre 376
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,48TMT9X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:38,10/01/2012 10:09:38,False,False,Country Name 3,"""Forename3767 Surname3767""",CandidateRef3767,Centre Name 37,Centre 376
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,95CFXSX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:38,10/01/2012 10:09:38,False,False,Country Name 3,"""Forename3766 Surname3766""",CandidateRef3766,Centre Name 37,Centre 376
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,STUVCZX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:38,10/01/2012 10:09:38,False,False,Country Name 3,"""Forename3765 Surname3765""",CandidateRef3765,Centre Name 37,Centre 376
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,E6Q98JX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:38,10/01/2012 10:09:38,False,False,Country Name 3,"""Forename3764 Surname3764""",CandidateRef3764,Centre Name 37,Centre 376
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,SFG9LMX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:37,10/01/2012 10:09:37,False,False,Country Name 3,"""Forename3763 Surname3763""",CandidateRef3763,Centre Name 37,Centre 376
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,UZWJK8X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:37,10/01/2012 10:09:37,False,False,Country Name 3,"""Forename3762 Surname3762""",CandidateRef3762,Centre Name 37,Centre 376
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,7Y7URZX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:37,10/01/2012 10:09:37,False,False,Country Name 3,"""Forename3761 Surname3761""",CandidateRef3761,Centre Name 37,Centre 376
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,JVJDCBX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:37,10/01/2012 10:09:37,False,False,Country Name 3,"""Forename3760 Surname3760""",CandidateRef3760,Centre Name 37,Centre 376
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,WCFZZKX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:37,10/01/2012 10:09:37,False,False,Country Name 3,"""Forename3759 Surname3759""",CandidateRef3759,Centre Name 37,Centre 375
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,XKNA9FX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:36,10/01/2012 10:09:36,False,False,Country Name 3,"""Forename3758 Surname3758""",CandidateRef3758,Centre Name 37,Centre 375
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,2JFNXNX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:36,10/01/2012 10:09:36,False,False,Country Name 3,"""Forename3757 Surname3757""",CandidateRef3757,Centre Name 37,Centre 375
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,WKGNRQX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:36,10/01/2012 10:09:36,False,False,Country Name 3,"""Forename3756 Surname3756""",CandidateRef3756,Centre Name 37,Centre 375
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,AQAFHWX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:36,10/01/2012 10:09:36,False,False,Country Name 3,"""Forename3755 Surname3755""",CandidateRef3755,Centre Name 37,Centre 375
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,5BGQCBX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:35,10/01/2012 10:09:35,False,False,Country Name 3,"""Forename3754 Surname3754""",CandidateRef3754,Centre Name 37,Centre 375
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,3F4AMHX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:35,10/01/2012 10:09:35,False,False,Country Name 3,"""Forename3753 Surname3753""",CandidateRef3753,Centre Name 37,Centre 375
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,MULAZSX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:35,10/01/2012 10:09:35,False,False,Country Name 3,"""Forename3752 Surname3752""",CandidateRef3752,Centre Name 37,Centre 375
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,CURNJ2X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:35,10/01/2012 10:09:35,False,False,Country Name 3,"""Forename3751 Surname3751""",CandidateRef3751,Centre Name 37,Centre 375
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,63HD5MX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:35,10/01/2012 10:09:35,False,False,Country Name 3,"""Forename3750 Surname3750""",CandidateRef3750,Centre Name 37,Centre 375
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,3E6MV5X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:34,10/01/2012 10:09:34,False,False,Country Name 3,"""Forename3749 Surname3749""",CandidateRef3749,Centre Name 37,Centre 374
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,BGA2B5X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:34,10/01/2012 10:09:34,False,False,Country Name 3,"""Forename3748 Surname3748""",CandidateRef3748,Centre Name 37,Centre 374
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,36MWWXX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:34,10/01/2012 10:09:34,False,False,Country Name 3,"""Forename3747 Surname3747""",CandidateRef3747,Centre Name 37,Centre 374
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,PFV2VFX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:34,10/01/2012 10:09:34,False,False,Country Name 3,"""Forename3746 Surname3746""",CandidateRef3746,Centre Name 37,Centre 374
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,2VRN9BX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:34,10/01/2012 10:09:34,False,False,Country Name 3,"""Forename3745 Surname3745""",CandidateRef3745,Centre Name 37,Centre 374
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,ARND43X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:33,10/01/2012 10:09:33,False,False,Country Name 3,"""Forename3744 Surname3744""",CandidateRef3744,Centre Name 37,Centre 374
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,UBK7NBX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:33,10/01/2012 10:09:33,False,False,Country Name 3,"""Forename3743 Surname3743""",CandidateRef3743,Centre Name 37,Centre 374
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,WX93LFX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:33,10/01/2012 10:09:33,False,False,Country Name 3,"""Forename3742 Surname3742""",CandidateRef3742,Centre Name 37,Centre 374
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,X648YNX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:33,10/01/2012 10:09:33,False,False,Country Name 3,"""Forename3741 Surname3741""",CandidateRef3741,Centre Name 37,Centre 374
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,G3GSU8X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:33,10/01/2012 10:09:33,False,False,Country Name 3,"""Forename3740 Surname3740""",CandidateRef3740,Centre Name 37,Centre 374
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,4AJR4KX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:32,10/01/2012 10:09:32,False,False,Country Name 3,"""Forename3739 Surname3739""",CandidateRef3739,Centre Name 37,Centre 373
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,4FYYYJX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:32,10/01/2012 10:09:32,False,False,Country Name 3,"""Forename3738 Surname3738""",CandidateRef3738,Centre Name 37,Centre 373
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,5CGT98X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:32,10/01/2012 10:09:32,False,False,Country Name 3,"""Forename3737 Surname3737""",CandidateRef3737,Centre Name 37,Centre 373
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,CR5PRLX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:32,10/01/2012 10:09:32,False,False,Country Name 3,"""Forename3736 Surname3736""",CandidateRef3736,Centre Name 37,Centre 373
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,ZREFN9X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 10:09:32,10/01/2012 10:09:32,False,False,Country Name 3,"""Forename3735 Surname3735""",CandidateRef3735,Centre Name 37,Centre 373
